question,answer,tags
ما هي خطوات الإسعافات الأولية لشخص الاختناق؟,يوصي الصليب الأحمر الأمريكي بالخطوات التالية: 1) إعطاء خمس ضربات خلفية. 2) إعطاء خمسة دفعات البطن. 3) البديل بين خمس ضربات وخمسة دفعات حتى يتم خلع الانسداد.,choking
كيف تقوم بدفعات بطنية على شخص آخر؟,لإعطاء دفعات البطن لشخص آخر ، والوقوف وراء الشخص. للطفل ، اركع وراء. ضع قدمًا واحدة أمام الآخر قليلاً لتحقيق التوازن. لف ذراعيك حول الخصر. تلميح الشخص إلى الأمام قليلا. جعل قبضة بيد واحدة. ضعها فوق سرة الشخص مباشرة. امسك القبضة باليد الأخرى. اضغط على المعدة ، وتسمى أيضًا البطن ، مع قوة دفع سريعة تصاعدية - كما لو كنت تحاول رفع الشخص. كما لو كان الضغط مطلوبًا.,choking
ماذا تفعل إذا كنت المنقذ الوحيد؟,إذا كنت المنقذ الوحيد، قم أولاً برد الضربات والدفعات البطنية. ثم اتصل بالرقم 911 أو رقم الطوارئ المحلي للحصول على المساعدة.,choking
ماذا تفعل إذا أصبح الشخص فاقد الوعي؟,إذا أصبح الشخص فاقد الوعي ، ابدأ الإنعاش القلبي الرئوي القياسي (CPR) مع ضغطات الصدر وأنفاس الإنقاذ.,choking
ماذا يجب أن تفعل إذا كان الشخص حاملا أو إذا كنت لا تستطيع الحصول على ذراعيك حول المعدة؟,إعطاء دفعات الصدر. ضع يديك في قاعدة عظمة الصدر ، فوق ضم أدنى الأضلاع مباشرة. اضغط بقوة في الصدر مع دفعة سريعة. هذا هو نفس الإجراء مثل مناورة Heimlich. كرر حتى تتم إزالة الانسداد من مجرى الهواء.,choking
ماذا يجب أن تفعل لتطهير مجرى الهواء لشخص فاقد الوعي الذي يختنق؟,خفض الشخص على الأرض، مع الظهر على الأرض والذراعين إلى الجانبين. مسح مجرى الهواء. إذا كنت تستطيع أن ترى الكائن، والوصول إلى إصبع في الفم لاكتساح الكائن. أبدا اكتساح الإصبع إذا كنت لا تستطيع رؤية الكائن. كنت خطر دفع انسداد أعمق في مجرى الهواء. وهذا أمر محفوف بالمخاطر جدا مع الأطفال الصغار. بدء الإنعاش القلبي الرئوي إذا كان الشخص لا يزال لا يستجيب. إذا كان مجرى الهواء لا يزال مغلقا، استخدم ضغطات الصدر فقط في تلك التي تستخدم في دورة الصدر.,choking
ما الذي يجب عليك القيام به لتطهير مجرى الهواء من الرضيع الاختناق الذي يقل عمره عن 1 سنة؟,الجلوس مع الاستمرار على وجه الرضيع لأسفل على الساعد الخاص بك. راحة الساعد ضغط على الفخذ الخاص بك. عقد الرضع في التنفس ذقن والفك لدعم الرأس. ضع الرأس أقل من الجذع. رمي الرضيع بلطف ولكن بحزم خمس مرات على منتصف الظهر. استخدام كعب يدك. نقطة أصابعك حتى لا تصل إلى الجزء الخلفي من رأس الرضيع. الجاذبية والظهر thumps يجب الإفراج عن الذراعين.,choking
ماذا يجب أن تفعل إذا كنت وحدك وتختنق؟,اتصل بالرقم 911 أو رقم الطوارئ المحلي الخاص بك على الفور. ثم ، امنح نفسك دفعات بطنية ، تسمى أيضًا مناورة Heimlich ، لإزالة الكائن الملتصق. ضع قبضة أعلى قليلاً من السرة. امسك قبضتك باليد الأخرى. ثني على سطح صلب. سوف كونترتوب أو كرسي القيام به. دفع قبضة الخاص بك إلى الداخل والصعود.,choking
ما هو الخلع؟,الخلع هو إصابة يتم فيها إجبار نهايات عظامك على الخروج من مواقعها الطبيعية.,dislocation
ما هو السبب المعتاد للخلع؟,عادة ما يكون السبب هو الصدمة الناتجة عن السقوط أو حادث سيارة أو تصادم أثناء الاتصال أو الرياضات عالية السرعة.,dislocation
ما هي المفاصل التي عادة ما تشارك في الخلع؟,عادة ما ينطوي الخلع على المفاصل الأكبر في الجسم. في البالغين ، الموقع الأكثر شيوعًا للإصابة هو الكتف. في الأطفال ، هو الكوع. الإبهام والأصابع أيضا عرضة للخطر إذا انحنى بالقوة بطريقة خاطئة.,dislocation
ما هي أعراض الخلع؟,ستؤدي الإصابة إلى تشوه المفصل مؤقتًا وشل حركته وقد تؤدي إلى ألم وتورم مفاجئين وشديدين.,dislocation
ماذا تفعل إذا كنت تعتقد أنك خلعت مفصل؟,لا تؤخر الرعاية الطبية. احصل على المساعدة الطبية على الفور. لا تحرك المفصل. حتى تتلقى المساعدة ، جبيرة المفصل المصاب في موضعه الثابت. لا تحاول تحريك مفصل مخلوع أو إجباره على العودة إلى مكانه. هذا يمكن أن يضر المفصل والعضلات المحيطة به والأربطة والأعصاب أو الأوعية الدموية. ضع الثلج على المفصل المصاب. هذا يمكن أن يساعد في تقليل التورم عن طريق السيطرة على النزيف الداخلي وتراكم السوائل في المفصل المصاب وحوله.,dislocation
لماذا يجب عليك عدم محاولة نقل مفصل مخلوع مرة أخرى إلى مكانه؟,هذا يمكن أن يضر المفاصل والعضلات المحيطة بها والأربطة والأعصاب أو الأوعية الدموية.,dislocation
ماذا تفعل إذا ابتلعت جسمًا غريبًا؟,إذا ابتلعت جسمًا غريبًا وكان عالقًا في المريء أو يسد مجرى الهواء ويسبب الاختناق ، فاطلب عناية طبية فورية. إذا كان لديك طعام عالق في المريء ، يمكنك محاولة شرب مشروب غازي لمعرفة ما إذا كان ذلك سيساعده على المرور.,foreign object swallowed
ما هي أعراض كائن عالق في المريء؟,تشمل الأعراض ألمًا من الحلق أسفل منتصف الصدر وتقيؤ الطعام أو الشراب.,foreign object swallowed
ماذا تفعل إذا كان شخص ما يختنق على جسم غريب؟,إذا كان الشخص الخانق يمكن أن يسعل بقوة ، دع الشخص يستمر في السعال. السعال قد يزيل بشكل طبيعي الكائن عالقة. إذا كان الشخص لا يستطيع السعال أو التحدث أو البكاء أو الضحك بقوة ، فقم بتقديم الإسعافات الأولية للشخص. يوصي الصليب الأحمر الأمريكي بإعطاء خمس ضربات خلفية وخمس دفعات بطنية ، بالتناوب بين الاثنين ، حتى يتم خلع الانسداد. إذا أصبح الشخص الخانق فاقدًا للوعي ، فقم بمسح مجرى الهواء وبدء الإنعاش القلبي الرئوي.,foreign object swallowed
ماذا تفعل إذا أصبح الشخص الخانق فاقداً للوعي؟,إذا أصبح الشخص الخانق فاقدًا للوعي ، فقم بخفض الشخص على الأرض ، ومسح مجرى الهواء ، وبدء الإنعاش القلبي الرئوي إذا كان الشخص لا يزال لا يستجيب. إعادة فحص الفم بانتظام للكائن.,foreign object swallowed
كيف تعطي دفعات بطنية لشخص آخر؟,قف خلف الشخص وضع قدم واحدة قليلاً أمام الآخر لتحقيق التوازن. لف ذراعيك حول الخصر وقم بتحريك الشخص للأمام قليلاً. اصنع قبضة بيد واحدة ووضعها فوق سرة الشخص مباشرة. امسك القبضة باليد الأخرى واضغط على المعدة مع دفع سريع تصاعدي - كما لو كنت تحاول رفع الشخص لأعلى. بالنسبة للطفل ، استخدم ضغطًا لطيفًا وثابتًا لتجنب إتلاف الأعضاء الداخلية. كرر خمسة دفعات في البطن. انظر إذا كانت هناك حاجة إلى التحقق من خمسة دفعات في البطن.,foreign object swallowed
ماذا يجب أن تفعل إذا كان هناك شيء عالق في المريء الخاص بك؟,إذا كان الكائن عالقًا في المريء ، فقد تحتاج إلى إزالته من قبل مقدم الرعاية الصحية الخاص بك. راجع مقدم الرعاية الصحية على الفور إذا كان الكائن حادًا أو مدببًا أو بطارية زر أو مغناطيس.,foreign object swallowed
ما هي أعراض وجود جسم غريب عالق في المريء؟,تشمل الأعراض ألمًا من الحلق أسفل منتصف الصدر وتقيؤ الطعام أو الشراب.,foreign object swallowed
ماذا يجب أن تفعل إذا كان الشخص يختنق ولا يستطيع السعال أو التحدث بقوة؟,إذا كان الشخص لا يستطيع السعال أو التحدث أو البكاء أو الضحك بقوة ، فقم بتقديم الإسعافات الأولية للشخص. إعطاء خمس ضربات الظهر وخمسة دفعات البطن ، المعروف أيضا باسم مناورة Heimlich ، بالتناوب حتى يتم خلع الانسداد.,foreign object swallowed
ماذا تفعل إذا أصبح الشخص الخانق فاقداً للوعي؟,خفض الشخص على الأرض، ومسح مجرى الهواء، وبدء الإنعاش القلبي الرئوي إذا كان الشخص لا يزال لا يستجيب. إذا كان مجرى الهواء لا يزال مغلقا، استخدم ضغطات الصدر مثل تلك التي تستخدم في الإنعاش القلبي الرئوي لإزالة الكائن عالقة.,foreign object swallowed
ماذا يجب أن تفعل إذا كنت تختنق وحدك؟,اتصل بالرقم 911 أو رقم الطوارئ المحلي الخاص بك على الفور. ثم امنح نفسك دفعات بطنية ، تسمى أيضًا مناورة Heimlich ، لإزالة الكائن الملتصق.,foreign object swallowed
ماذا يجب أن تفعل إذا كان الشخص حاملا أو إذا كنت لا تستطيع الحصول على ذراعيك حول المعدة؟,إذا كان الشخص حاملاً أو إذا لم تتمكني من تحريك ذراعيك حول المعدة، قومي بإعطاء دفعات للصدر. ضعي يديك على الصدر، ضعيها في قاعدة عظمة الصدر، واضغطي بقوة على الصدر مع دفع سريع. كرري حتى يتم إزالة الانسداد من مجرى الهواء.,foreign object swallowed
ماذا يمكنك أن تفعل للاستعداد لمثل هذه الحالات؟,للتحضير لمثل هذه الحالات ، تعلم مناورة Heimlich و CPR في دورة تدريبية معتمدة للإسعافات الأولية.,foreign object swallowed
ما هو التسمم؟,التسمم هو إصابة أو وفاة بسبب البلع أو الاستنشاق أو لمس أو حقن مختلف المخدرات أو المواد الكيميائية أو السموم أو الغازات. العديد من المواد - مثل المخدرات وأول أكسيد الكربون - سامة فقط في تركيزات أو جرعات أعلى.,poisoning
ما هي علامات وأعراض التسمم؟,قد تشمل علامات وأعراض التسمم حروقًا أو احمرارًا حول الفم والشفتين ، والتنفس الذي تنبعث منه رائحة مثل المواد الكيميائية ، مثل البنزين أو أرق الطلاء ، والقيء ، وصعوبة التنفس ، والنعاس ، والارتباك أو أي حالة عقلية متغيرة أخرى.,poisoning
ماذا تفعل إذا كنت تشك في أن شخصًا ما قد تم تسميمه؟,إذا كنت تشك في التسمم ، كن في حالة تأهب للأدلة مثل زجاجات حبوب منع الحمل الفارغة أو العبوات ، والحبوب المتناثرة ، والحروق والبقع والروائح على الشخص أو الأشياء القريبة. اتصل بالمساعدة السامة على الرقم 800-222-1222 في الولايات المتحدة أو مركز مكافحة السموم الإقليمي في الحالات التالية: الشخص مستقر وليس لديه أعراض ، أو الشخص سيتم نقله إلى قسم الطوارئ المحلي. كن مستعدًا لوصف أعراض الشخص وعمره ووزنه ومعلوماته الأخرى.,poisoning
متى يجب عليك الاتصال بالرقم 911 أو رقم الطوارئ المحلي إذا كنت تشك في حدوث تسمم؟,اتصل بالرقم 911 أو رقم الطوارئ المحلي على الفور إذا كان الشخص نعسانًا أو فاقدًا للوعي ، أو يعاني من صعوبة في التنفس أو توقف عن التنفس ، أو لا يهدأ أو مضطرب بشكل لا يمكن السيطرة عليه ، أو يعاني من نوبات ، أو معروف أنه تناول أدوية ، أو أي مادة أخرى ، عن قصد أو عن طريق الخطأ جرعة زائدة (في هذه الحالات عادة ما ينطوي التسمم على كميات أكبر ، غالبًا مع الكحول).,poisoning
كيف يمكنك الحصول على مساعدة من مكافحة السموم في الولايات المتحدة؟,هناك طريقتان للحصول على المساعدة من مراقبة السموم في الولايات المتحدة: عبر الإنترنت على www.poison.org أو عن طريق الاتصال بـ 800-222-1222. كلا الخيارين مجانيان وسريان ومتاحان على مدار 24 ساعة في اليوم. قد يساعد على وضع مغناطيس الثلاجة أو ملصق مرئي في منزلك مع رقم مراقبة السموم. مراكز مراقبة السموم هي موارد ممتازة لمعلومات التسمم ، وفي كثير من الحالات ، قد تنصح بأن المراقبة الداخلية هي كل ما هو مطلوب.,poisoning
ماذا تفعل إذا كان شخص ما قد ابتلع السم؟,قم بإزالة أي شيء متبقي في فم الشخص. إذا كان السم المشتبه به هو منظف منزلي أو مادة كيميائية أخرى ، فاقرأ ملصق الحاوية واتبع تعليمات التسمم العرضي.,poisoning
ماذا تفعل إذا كان شخص ما لديه سم على جلده؟,إزالة أي ملابس ملوثة باستخدام القفازات. شطف الجلد لمدة 15 إلى 20 دقيقة في الحمام أو مع خرطوم.,poisoning
ماذا تفعل إذا كان شخص ما لديه سم في عينيه؟,اغسل العين بلطف بالماء البارد أو الفاتر لمدة 20 دقيقة أو حتى تصل المساعدة.,poisoning
ماذا تفعل إذا كان شخص ما قد استنشق السم؟,الحصول على الشخص في الهواء النقي في أقرب وقت ممكن.,poisoning
ماذا تفعل إذا كان الشخص يتقيأ؟,اقلب رأسه إلى الجانب لمنع الاختناق.,poisoning
متى يجب أن تبدأ الإنعاش القلبي الرئوي للشخص الذي تم تسميمه؟,ابدأ الإنعاش القلبي الرئوي إذا لم يظهر الشخص أي علامات على الحياة ، مثل الحركة أو التنفس أو السعال.,poisoning
ما هو الرقم الذي يجب الاتصال به للحصول على مساعدة السموم في الولايات المتحدة؟,اتصل بالسموم المساعدة على 800-222-1222 في الولايات المتحدة أو مكافحة السموم الإقليمية للحصول على تعليمات إضافية.,poisoning
ماذا يجب أن تفعل إذا كان شخص ما في خطر جرعة زائدة من مسكنات الألم الأفيونية والنالوكسون (Narcan) متاح؟,إذا كان الشخص معرضًا لخطر جرعة زائدة من مسكنات الألم الأفيونية والنالوكسون (Narcan) متاحًا ، فيرجى إدارته. يجب أن يكون الأشخاص المحبوبون على دراية بكيفية استخدامها.,poisoning
ما هو الحذر من استخدام شراب ipecac؟,لا تعطي شراب ipecac أو تفعل أي شيء للحث على القيء. لم تعد مجموعات الخبراء ، بما في ذلك الرابطة الأمريكية لمراكز مكافحة السموم والأكاديمية الأمريكية لطب الأطفال ، تؤيد استخدام ipecac في الأطفال أو البالغين الذين تناولوا حبوب منع الحمل أو غيرها من المواد السامة المحتملة. لا يوجد دليل جيد يثبت فعاليتها ، وغالبا ما يمكن أن تضر أكثر مما تنفع. إذا كان لا يزال لديك زجاجات قديمة من شراب ipecac في منزلك ، فقم برميها بعيدًا.,poisoning
ماذا يجب أن تفعل إذا كان الطفل قد ابتلع بطارية زر؟,إذا كنت تشك في أن الطفل قد ابتلع واحدة من هذه البطاريات ، خذه على الفور لإجراء أشعة سينية طارئة لتحديد موقعه. إذا كانت البطارية في المريء ، فيجب إزالتها. إذا كان قد انتقل إلى المعدة ، فمن الآمن عادة السماح له بالمرور عبر الأمعاء.,poisoning
ماذا يجب أن تفعل إذا كنت تعتقد أن الطفل حصل على بقع طبية؟,إذا كنت تعتقد أن الطفل قد حصل على بقع دوائية - منتجات لاصقة لتسليم الأدوية عبر الجلد - افحص بعناية جلد الطفل وأزل أي منها. تحقق أيضًا من سقف الفم ، حيث يمكن أن تتعثر البقع الطبية إذا كان الطفل يمتصها.,poisoning
ما هو الحساسية المفرطة؟,الحساسية المفرطة هي رد فعل تحسسي يهدد الحياة يمكن أن يسبب صدمة ، وانخفاض مفاجئ في ضغط الدم ، وصعوبة في التنفس.,anaphylaxis: first aid
ما هي أعراض الحساسية المفرطة؟,تشمل أعراض الحساسية المفرطة ردود فعل الجلد مثل خلايا النحل والحكة والجلد الذي يصبح مسح أو يتغير لونه ؛ تورم في الوجه والعينين والشفتين أو الحلق ؛ تضييق الشعب الهوائية ، مما يؤدي إلى الصفير وصعوبة في التنفس أو البلع ؛ نبض ضعيف وسريع ؛ الغثيان أو القيء أو الإسهال ؛ الدوخة أو الإغماء أو فقدان الوعي.,anaphylaxis: first aid
ماذا يجب أن تفعل إذا كان شخص ما يعاني من رد فعل تحسسي مع علامات الحساسية المفرطة؟,إذا كنت مع شخص يعاني من رد فعل تحسسي مع علامات الحساسية المفرطة ، اتصل على الفور بالإسعاف 911 أو رقم الطوارئ الطبية المحلية. اسأل ما إذا كان الشخص يحمل حقنة ذاتية للإبينيفرين (EpiPen ، Auvi-Q ، وغيرها) لعلاج هجوم الحساسية. إذا كان الشخص يحتاج إلى استخدام حاقن ذاتي ، اسأل عما إذا كان يجب عليك المساعدة في حقن الدواء. وعادة ما يتم ذلك عن طريق الضغط على حاقن ذاتي ضد الشخص.,anaphylaxis: first aid
هل حبوب مضادات الهيستامين كافية لعلاج الحساسية المفرطة؟,لا ، حبوب مضادات الهيستامين مثل ديفينهيدرامين (بينادريل) ليست كافية لعلاج الحساسية المفرطة. هذه الأدوية يمكن أن تساعد في تخفيف أعراض الحساسية ، لكنها تعمل ببطء شديد في رد فعل شديد.,anaphylaxis: first aid
ما هي بعض المحفزات الشائعة للحساسية المفرطة؟,بعض مسببات الحساسية المفرطة الشائعة تشمل الأدوية ، اللاتكس ، الأطعمة مثل الفول السوداني ، المكسرات ، الأسماك ، والمحار ، ولسعات الحشرات من النحل ، والسترات الصفراء ، والدبابير ، والدبابير ، والنمل الناري.,anaphylaxis: first aid
ماذا يجب أن تفعل إذا كان لديك رد فعل تحسسي شديد في الماضي؟,إذا كان لديك أي نوع من رد الفعل التحسسي الحاد في الماضي، اسأل طبيبك إذا كان يجب أن يوصف لك حقنة ذاتية للإبينيفرين لحملها معك.,anaphylaxis: first aid
ماذا يجب أن تفعل مع مجموعة الإسعافات الأولية الخاصة بك؟,احتفظ بمجموعة إسعافات أولية واحدة على الأقل في منزلك وواحدة في سيارتك. قم بتخزين مجموعاتك في مكان يسهل الوصول إليه والخروج من متناول الأطفال الصغار.,first-aid kits
أين يمكنك شراء أدوات الإسعافات الأولية؟,يمكنك شراء مجموعات الإسعافات الأولية في العديد من الصيدليات أو تجميع بنفسك.,first-aid kits
ما هي الإمدادات التي يمكن أن تشملها مجموعة الإسعافات الأولية؟,قد تشمل مجموعة الإسعافات الأولية الإمدادات الأساسية والأدوية ومواد الطوارئ. قد تشمل الإمدادات الأساسية شريط لاصق وضمادات التفاف مرنة وشرائط ضمادة وعناصر أخرى مختلفة.,first-aid kits
ما هي الأدوية التي يمكن أن تشملها مجموعة الإسعافات الأولية؟,يمكن أن تشمل الأدوية التي قد يتم تضمينها في مجموعة الإسعافات الأولية مسكنات الألم ومضادات الهيستامين وأدوية السعال والبرد والأدوية الشخصية التي لا تتطلب التبريد.,first-aid kits
ما هي مواد الطوارئ التي يمكن تضمينها في مجموعة الإسعافات الأولية؟,يمكن أن تشمل عناصر الطوارئ التي قد يتم تضمينها في مجموعة الإسعافات الأولية أرقام هواتف الطوارئ واستمارات الموافقة الطبية واستمارات التاريخ الطبي لكل فرد من أفراد الأسرة ، ومفكرة صغيرة وأداة كتابة مضادة للماء ، وأكثر من ذلك.,first-aid kits
لماذا من المهم التحقق من مجموعة الإسعافات الأولية بانتظام؟,يجب عليك التحقق من مجموعات الإسعافات الأولية بانتظام للتأكد من عمل بطاريات المصباح واستبدال الإمدادات التي انتهت صلاحيتها أو تم استهلاكها.,first-aid kits
ماذا يجب أن تفعل للاستعداد لحالات الطوارئ الطبية؟,فكر في أخذ دورة الإسعافات الأولية من خلال الصليب الأحمر الأمريكي. اتصل بفصلك المحلي للحصول على معلومات حول الفصول الدراسية. يجب عليك أيضًا إعداد الأطفال لحالات الطوارئ الطبية بطرق مناسبة للعمر.,first-aid kits
ماذا تفعل إذا كنت أنت أو أي شخص آخر يستنشق جسم غريب؟,راجع مقدم الرعاية الصحية. إذا كان الكائن يسبب الاختناق ، فقم بإجراء الإسعافات الأولية.,foreign object inhaled
ماذا يجب أن تفعل إذا كان الشخص الخانق يمكن أن يسعل بقوة؟,دع الشخص يستمر في السعال. السعال قد يزيل بشكل طبيعي الكائن عالقة.,foreign object inhaled
ماذا يجب أن تفعل إذا كان الشخص لا يستطيع السعال أو التحدث أو البكاء أو الضحك بقوة؟,قم بإجراء الإسعافات الأولية.,foreign object inhaled
ما هي الخطوات الموصى بها لإجراء الإسعافات الأولية على شخص بالغ مختنق؟,إعطاء خمس ضربات الظهر. الوقوف إلى الجانب وخلف الكبار الاختناق. ضع ذراعك عبر صدر الشخص لدعم جسم الشخص. ثني الشخص في الخصر لمواجهة الأرض. اضرب خمس مرات منفصلة بين شفرات كتف الشخص مع كعب يدك. إذا لم تقم الضربات الخلفية بإزالة الكائن الملتصق ، فقم بإعطاء خمسة دفعات بطنية ، تُعرف أيضًا بمناورة Heimlich. البديل حتى خمس ضربات والدفع. يتناوب حتى خمس ضربات ويخلع.,foreign object inhaled
ماذا تفعل إذا كنت المنقذ الوحيد؟,قم أولاً بالرد على الضربات وتوجيهات البطن ، ثم اتصل بالرقم 911 أو رقم الطوارئ المحلي للحصول على المساعدة. إذا كان هناك شخص آخر ، اطلب منهم طلب المساعدة أثناء تقديم الإسعافات الأولية.,foreign object inhaled
ماذا يجب أن تفعل إذا كان الشخص الذي استنشق كائنًا يصبح فاقدًا للوعي؟,اخفض الشخص على الأرض مع الظهر على الأرض والذراعين إلى الجانبين. امسح مجرى الهواء. إذا كنت تستطيع رؤية الكائن ، فامد إصبعًا إلى الفم لاكتساح الكائن. أبدا اكتساح الإصبع إذا كنت لا تستطيع رؤية الكائن. أنت تخاطر بدفع الانسداد أعمق في مجرى الهواء. إذا كان مجرى الهواء لا يزال مسدودًا ، فاستخدم ضغطات الصدر مثل تلك المستخدمة في الإنعاش القلبي الرئوي لإزالة الكائن الملتصق. استخدم فقط نفسين للإنقاذ لكل دورة. أعد فحص,foreign object inhaled
ماذا يجب أن تفعل إذا كنت وحدك وتختنق؟,اتصل بالرقم 911 أو رقم الطوارئ المحلي الخاص بك على الفور. ثم ، امنح نفسك دفعات بطنية ، تسمى أيضًا مناورة Heimlich ، لإزالة العنصر من مجرى الهواء. ضع قبضة أعلى قليلاً من السرة. امسك قبضتك باليد الأخرى. انحني على سطح صلب مثل كونترتوب أو كرسي. دفع قبضتك إلى الداخل والصعود.,foreign object inhaled
ما هي مجموعات الضروريات في حالات الطوارئ المستخدمة ل؟,تُستخدم مجموعات مستلزمات الطوارئ الأساسية لمساعدتك على الاستجابة للكوارث الطبيعية أو الحالات الخطيرة الأخرى.,emergency essentials
ما الذي يجب عليك فعله للاستعداد لما هو غير متوقع؟,يجب عليك وضع مجموعة أدوات البقاء على قيد الحياة التي يمكن أن تكون مفيدة إذا كنت بحاجة إلى إخلاء منزلك.,emergency essentials
كم من الوقت يجب أن تستمر الإمدادات في مجموعة الضروريات الطارئة؟,يجب أن تكون الإمدادات في مجموعة الضروريات الطارئة كافية لمدة ثلاثة أيام.,emergency essentials
ما الذي يتم تضمينه في مجموعة مستلزمات الطوارئ الأساسية؟,تتضمن مجموعة أدوات الطوارئ الأساسية مصباحًا صغيرًا مقاومًا للماء أو مصابيح أمامية وبطاريات إضافية ، ومباريات مضادة للماء ، ومياه ، وغالون واحد للشخص لكل يوم ، وطعامًا لن يفسد ، بما في ذلك أغذية الأطفال إذا لزم الأمر ، وفتاحة يدوية للأغذية وأغذية الحيوانات الأليفة واللوازم ، مثل المقود ، إذا لزم الأمر ، المفكرة الصغيرة وأدوات الكتابة للماء ، بطانية ، الهاتف المحمول مع شاحن شمسي ، راديو يعمل بالبطارية أو يدويًاًاًاً ، وشريط الطبي.,emergency essentials
ماذا يجب أن تفعل مع مجموعة الضروريات الطارئة الخاصة بك؟,يجب عليك الحفاظ على أساسيات الطوارئ الخاصة بك في متناول اليد والتأكد من أن أفراد عائلتك يعرفون مكان العثور على المجموعة. يجب عليك أيضًا التفكير في الاحتفاظ بضروريات الطوارئ الأساسية في سيارتك أيضًا.,emergency essentials
ما هو التهاب المعدة والأمعاء؟,التهاب المعدة والأمعاء هو التهاب في المعدة والأمعاء ناجم عن الفيروسات أو البكتيريا أو الطفيليات أو الآثار الجانبية للأدوية.,gastroenteritis
ما هي الأسباب الشائعة لالتهاب المعدة والأمعاء؟,الأسباب الشائعة لالتهاب المعدة والأمعاء هي الفيروسات أو الطعام أو الماء الملوث بالبكتيريا أو الطفيليات ، والآثار الجانبية للأدوية.,gastroenteritis
ما هي العلامات والأعراض المميزة لالتهاب المعدة والأمعاء؟,تشمل العلامات والأعراض المميزة لالتهاب المعدة والأمعاء الغثيان أو القيء والإسهال وتشنجات البطن والحمى منخفضة الدرجة (في بعض الأحيان).,gastroenteritis
كيف يمكنني منع الجفاف عندما يكون لدي التهاب المعدة والأمعاء؟,يمكنك منع الجفاف عن طريق احتساء السوائل ، مثل المشروبات الرياضية أو الماء ، لمنع الجفاف. شرب السوائل بسرعة كبيرة يمكن أن يؤدي إلى تفاقم الغثيان والقيء ، لذلك حاول أن تأخذ رشفات متكررة صغيرة على مدار ساعتين ، بدلاً من شرب كمية كبيرة في وقت واحد.,gastroenteritis
ماذا أفعل إذا شعرت بعلامات الجفاف؟,إذا كنت تعاني من علامات الجفاف، مثل المرور غير المتكرر للبول الداكن أو الدوخة أو الدوار، فاطلب الرعاية الطبية إذا كنت لا تستطيع شرب ما يكفي من السوائل.,gastroenteritis
ماذا يجب أن آكل عندما يكون لدي التهاب المعدة والأمعاء؟,يجب أن تحاول تناول كميات صغيرة من الطعام بشكل متكرر إذا كنت تعاني من الغثيان. خلاف ذلك ، ابدأ تدريجياً في تناول الأطعمة اللينة والسهلة الهضم ، مثل البسكويت الصودا والخبز المحمص والجيلاتين والموز وعصير التفاح والأرز والدجاج. التوقف عن تناول الطعام إذا عاد الغثيان. تجنب الحليب ومنتجات الألبان والكافيين والكحول والنيكوتين والأطعمة الدهنية أو ذات الخبرة العالية لبضعة أيام.,gastroenteritis
متى يجب أن أطلب العناية الطبية إذا كان لدي التهاب المعدة والأمعاء؟,يجب عليك طلب العناية الطبية إذا استمر القيء لأكثر من يومين ، أو استمر الإسهال لأكثر من عدة أيام ، أو تحول الإسهال إلى دموي ، أو كانت الحمى أكثر من 102 درجة فهرنهايت (39 درجة مئوية) أو أعلى ، أو يحدث الدوار أو الإغماء مع الوقوف ، أو يتطور الارتباك ، أو يتطور ألم مقلق في البطن.,gastroenteritis
ماذا أفعل إذا كان طفلي يعاني من التهاب المعدة والأمعاء؟,إذا كان طفلك مصابًا بالتهاب المعدة والأمعاء ، اسمح لطفلك بالراحة وتقديم الأطعمة اللطيفة والسهلة الهضم تدريجيًا. عندما يتوقف قيء طفلك ، ابدأ في تقديم كميات صغيرة من محلول الإماهة الفموية (سيراليت ، إنفاليت ، بيدياليت). لا تستخدم الماء فقط أو عصير التفاح فقط. اطلب العناية الطبية إذا كان طفلك يشعر بالنعاس بشكل غير عادي ، أو يتقيأ كثيرًا أو يتقيأ علامات الدم ، أو يظهر عليه الإسهال الدموي.,gastroenteritis
متى يجب عليك طلب الرعاية الطبية لدغة العنكبوت؟,يجب عليك طلب الرعاية الطبية على الفور إذا تعرضت للعض من قبل عنكبوت خطير ، مثل أرملة سوداء أو منعزلة بنية ، إذا لم تكن متأكدًا مما إذا كانت اللدغة من عنكبوت خطير ، أو إذا كنت تعاني من ألم شديد أو تشنج في البطن أو جرح متزايد في موقع اللدغة ، إذا كنت تواجه مشاكل في التنفس أو البلع أو إذا كانت منطقة القرحة تنتشر احمرارًا أو خطوط حمراء.,spider bites
ماذا يجب أن تفعل لرعاية لدغة العنكبوت؟,لرعاية لدغة العنكبوت ، يجب تنظيف الجرح بالصابون المعتدل والماء ، وتطبيق مرهم مضاد حيوي ثلاث مرات في اليوم للمساعدة في منع العدوى ، وتطبيق ضغط بارد على اللدغة لمدة 15 دقيقة كل ساعة ، ورفع المنطقة المصابة إذا أمكن ، واتخاذ مسكن الألم دون وصفة طبية حسب الحاجة وإذا كان الجرح حكة ، مضادات الهيستامين ، مثل ديفينهيدرامين (بينادريل) أو سيرتيزين (Zyrtec).,spider bites
